param_seed,config_idx,blocked_idx,blocked_edge,flow_blocked,outcome,worst_gap,elapsed_s
31,29,21,"(10, 11)",1,eulerian,0.0,0.007
32,30,0,"(0, 1)",3,eulerian,0.0,0.011
32,30,1,"(0, 11)",-3,eulerian,0.0,0.008
32,30,3,"(1, 3)",1,eulerian,0.0,0.007
32,30,4,"(1, 5)",2,eulerian,0.0,0.017
32,30,5,"(2, 3)",-2,eulerian,0.0,0.007
32,30,6,"(2, 8)",1,eulerian,0.0,0.008
32,30,7,"(2, 11)",1,eulerian,0.0,0.006
32,30,8,"(3, 4)",-3,eulerian,0.0,0.022
32,30,9,"(3, 6)",2,eulerian,0.0,0.041
32,30,11,"(4, 5)",-3,eulerian,0.0,0.022
32,30,12,"(5, 6)",-1,eulerian,0.0,0.005
32,30,13,"(6, 7)",-1,eulerian,0.0,0.006
32,30,14,"(6, 9)",2,eulerian,0.0,0.009
32,30,16,"(7, 8)",-3,eulerian,0.0,0.021
32,30,17,"(7, 10)",2,eulerian,0.0,0.01
32,30,18,"(8, 9)",-2,eulerian,0.0,0.022
32,30,21,"(10, 11)",2,eulerian,0.0,0.023
33,31,0,"(0, 1)",2,eulerian,0.0,0.009
33,31,1,"(0, 11)",-2,eulerian,0.0,0.009
33,31,2,"(1, 2)",2,eulerian,0.0,0.006
33,31,5,"(2, 3)",2,eulerian,0.0,0.007
33,31,8,"(3, 4)",3,eulerian,0.0,0.025
33,31,9,"(3, 6)",-1,eulerian,0.0,0.024
33,31,11,"(4, 5)",3,eulerian,0.0,0.025
33,31,12,"(5, 6)",3,eulerian,0.0,0.023
33,31,13,"(6, 7)",-2,eulerian,0.0,0.026
33,31,15,"(6, 10)",4,eulerian,0.0,0.021
33,31,16,"(7, 8)",2,eulerian,0.0,0.015
33,31,17,"(7, 10)",-4,eulerian,0.0,0.007
33,31,18,"(8, 9)",2,eulerian,0.0,0.027
33,31,20,"(9, 10)",2,eulerian,0.0,0.011
33,31,21,"(10, 11)",2,eulerian,0.0,0.023
34,32,0,"(0, 1)",-2,eulerian,0.0,0.009
34,32,1,"(0, 11)",2,eulerian,0.0,0.009
34,32,3,"(1, 3)",3,eulerian,0.0,0.016
34,32,4,"(1, 5)",-5,eulerian,0.0,0.029
34,32,6,"(2, 8)",2,eulerian,0.0,0.007
34,32,7,"(2, 11)",-2,eulerian,0.0,0.008
34,32,8,"(3, 4)",1,eulerian,0.0,0.006
34,32,9,"(3, 6)",1,eulerian,0.0,0.035
34,32,10,"(3, 8)",1,eulerian,0.0,0.025
34,32,11,"(4, 5)",1,eulerian,0.0,0.006
34,32,12,"(5, 6)",-4,eulerian,0.0,0.023
34,32,13,"(6, 7)",-2,eulerian,0.0,0.026
34,32,14,"(6, 9)",-2,eulerian,0.0,0.031
34,32,15,"(6, 10)",1,eulerian,0.0,0.021
34,32,16,"(7, 8)",-1,eulerian,0.0,0.018
34,32,17,"(7, 10)",-1,eulerian,0.0,0.006
34,32,18,"(8, 9)",2,eulerian,0.0,0.027
35,33,0,"(0, 1)",-2,eulerian,0.0,0.009
35,33,1,"(0, 11)",2,eulerian,0.0,0.009
35,33,2,"(1, 2)",2,eulerian,0.0,0.006
35,33,4,"(1, 5)",-4,eulerian,0.0,0.016
35,33,6,"(2, 8)",2,eulerian,0.0,0.007
35,33,8,"(3, 4)",4,eulerian,0.0,0.031
35,33,9,"(3, 6)",-2,eulerian,0.0,0.024
35,33,10,"(3, 8)",-2,eulerian,0.0,0.026
35,33,11,"(4, 5)",4,eulerian,0.0,0.031
35,33,13,"(6, 7)",-4,eulerian,0.0,0.009
35,33,14,"(6, 9)",2,eulerian,0.0,0.009
35,33,17,"(7, 10)",-4,eulerian,0.0,0.007
35,33,20,"(9, 10)",2,eulerian,0.0,0.011
35,33,21,"(10, 11)",-2,eulerian,0.0,0.036
36,34,0,"(0, 1)",-2,eulerian,0.0,0.009
36,34,1,"(0, 11)",2,eulerian,0.0,0.008
36,34,2,"(1, 2)",-4,eulerian,0.0,0.011
36,34,3,"(1, 3)",-1,eulerian,0.0,0.006
36,34,4,"(1, 5)",3,eulerian,0.0,0.016
36,34,5,"(2, 3)",-1,eulerian,0.0,0.007
36,34,6,"(2, 8)",2,eulerian,0.0,0.007
36,34,7,"(2, 11)",-5,not_connected,-1,0.034
36,34,8,"(3, 4)",-3,eulerian,0.0,0.022
36,34,9,"(3, 6)",1,eulerian,0.0,0.035
36,34,11,"(4, 5)",-3,eulerian,0.0,0.022
36,34,14,"(6, 9)",-1,eulerian,0.0,0.008
36,34,15,"(6, 10)",2,eulerian,0.0,0.007
36,34,16,"(7, 8)",-2,eulerian,0.0,0.03
36,34,17,"(7, 10)",2,eulerian,0.0,0.009
36,34,20,"(9, 10)",-1,eulerian,0.0,0.006
36,34,21,"(10, 11)",3,eulerian,0.0,0.035
37,35,0,"(0, 1)",-4,eulerian,0.0,0.011
37,35,1,"(0, 11)",4,eulerian,0.0,0.01
37,35,3,"(1, 3)",-2,eulerian,0.0,0.009
37,35,4,"(1, 5)",-2,eulerian,0.0,0.022
37,35,5,"(2, 3)",2,eulerian,0.0,0.009
37,35,7,"(2, 11)",-2,eulerian,0.0,0.008
37,35,8,"(3, 4)",2,eulerian,0.0,0.008
37,35,10,"(3, 8)",-2,eulerian,0.0,0.03
37,35,11,"(4, 5)",2,eulerian,0.0,0.009
37,35,14,"(6, 9)",1,eulerian,0.0,0.008
37,35,15,"(6, 10)",-1,eulerian,0.0,0.018
37,35,16,"(7, 8)",2,eulerian,0.0,0.016
37,35,17,"(7, 10)",-2,eulerian,0.0,0.01
37,35,18,"(8, 9)",1,eulerian,0.0,0.013
37,35,19,"(8, 11)",-1,eulerian,0.0,0.007
37,35,20,"(9, 10)",2,eulerian,0.0,0.012
37,35,21,"(10, 11)",-1,eulerian,0.0,0.007
38,36,0,"(0, 1)",2,eulerian,0.0,0.01
38,36,1,"(0, 11)",-2,eulerian,0.0,0.01
38,36,2,"(1, 2)",4,eulerian,0.0,0.013
38,36,3,"(1, 3)",-3,eulerian,0.0,0.015
38,36,4,"(1, 5)",1,eulerian,0.0,0.006
38,36,6,"(2, 8)",3,eulerian,0.0,0.013
38,36,7,"(2, 11)",1,eulerian,0.0,0.006
38,36,8,"(3, 4)",-2,eulerian,0.0,0.006
38,36,10,"(3, 8)",-1,eulerian,0.0,0.027
38,36,11,"(4, 5)",-2,eulerian,0.0,0.007
38,36,12,"(5, 6)",-1,eulerian,0.0,0.006
38,36,13,"(6, 7)",1,eulerian,0.0,0.007
38,36,15,"(6, 10)",-2,eulerian,0.0,0.007
38,36,16,"(7, 8)",-1,eulerian,0.0,0.02
38,36,17,"(7, 10)",2,eulerian,0.0,0.011
38,36,18,"(8, 9)",1,eulerian,0.0,0.013
38,36,20,"(9, 10)",1,eulerian,0.0,0.007
38,36,21,"(10, 11)",1,eulerian,0.0,0.007
39,37,0,"(0, 1)",-2,eulerian,0.0,0.01
39,37,1,"(0, 11)",2,eulerian,0.0,0.009
39,37,2,"(1, 2)",1,eulerian,0.0,0.007
39,37,4,"(1, 5)",-3,eulerian,0.0,0.024
39,37,5,"(2, 3)",2,eulerian,0.0,0.008
39,37,6,"(2, 8)",-2,eulerian,0.0,0.007
39,37,7,"(2, 11)",1,eulerian,0.0,0.006
39,37,8,"(3, 4)",2,eulerian,0.0,0.007
39,37,11,"(4, 5)",2,eulerian,0.0,0.007
39,37,12,"(5, 6)",-1,eulerian,0.0,0.005
39,37,14,"(6, 9)",-2,eulerian,0.0,0.036
39,37,15,"(6, 10)",1,eulerian,0.0,0.023
39,37,16,"(7, 8)",-2,eulerian,0.0,0.032
39,37,17,"(7, 10)",2,eulerian,0.0,0.01
39,37,18,"(8, 9)",-2,eulerian,0.0,0.023
39,37,19,"(8, 11)",-2,eulerian,0.0,0.011
39,37,20,"(9, 10)",-4,eulerian,0.0,0.009
39,37,21,"(10, 11)",-1,eulerian,0.0,0.007
40,38,0,"(0, 1)",2,eulerian,0.0,0.01
40,38,1,"(0, 11)",-2,eulerian,0.0,0.009
40,38,2,"(1, 2)",1,eulerian,0.0,0.006
40,38,4,"(1, 5)",1,eulerian,0.0,0.005
40,38,5,"(2, 3)",-3,eulerian,0.0,0.029
40,38,7,"(2, 11)",4,eulerian,0.0,0.009
40,38,8,"(3, 4)",-2,eulerian,0.0,0.006
40,38,9,"(3, 6)",-1,eulerian,0.0,0.024
40,38,11,"(4, 5)",-2,eulerian,0.0,0.006
40,38,12,"(5, 6)",-1,eulerian,0.0,0.005
40,38,13,"(6, 7)",-1,eulerian,0.0,0.006
40,38,14,"(6, 9)",-1,eulerian,0.0,0.008
40,38,16,"(7, 8)",-2,eulerian,0.0,0.03
40,38,17,"(7, 10)",1,eulerian,0.0,0.006
40,38,18,"(8, 9)",-3,eulerian,0.0,0.009
40,38,19,"(8, 11)",1,eulerian,0.0,0.008
40,38,20,"(9, 10)",-4,eulerian,0.0,0.008
40,38,21,"(10, 11)",-3,eulerian,0.0,0.021
41,39,0,"(0, 1)",-2,eulerian,0.0,0.009
41,39,1,"(0, 11)",2,eulerian,0.0,0.009
41,39,2,"(1, 2)",-2,eulerian,0.0,0.007
41,39,6,"(2, 8)",-3,eulerian,0.0,0.025
41,39,7,"(2, 11)",1,eulerian,0.0,0.006
41,39,8,"(3, 4)",2,eulerian,0.0,0.007
41,39,10,"(3, 8)",-2,eulerian,0.0,0.026
41,39,11,"(4, 5)",2,eulerian,0.0,0.007
41,39,12,"(5, 6)",2,eulerian,0.0,0.023
41,39,13,"(6, 7)",3,eulerian,0.0,0.03
41,39,14,"(6, 9)",-1,eulerian,0.0,0.008
41,39,16,"(7, 8)",5,eulerian,0.0,0.009
41,39,17,"(7, 10)",-2,eulerian,0.0,0.009
41,39,18,"(8, 9)",3,eulerian,0.0,0.036
41,39,19,"(8, 11)",-3,eulerian,0.0,0.026
41,39,20,"(9, 10)",2,eulerian,0.0,0.013
42,40,0,"(0, 1)",2,eulerian,0.0,0.012
42,40,1,"(0, 11)",-2,eulerian,0.0,0.01
42,40,2,"(1, 2)",5,eulerian,0.0,0.024
42,40,3,"(1, 3)",-1,eulerian,0.0,0.006
42,40,4,"(1, 5)",-2,eulerian,0.0,0.021
42,40,7,"(2, 11)",5,eulerian,0.0,0.022
42,40,8,"(3, 4)",2,eulerian,0.0,0.007
42,40,9,"(3, 6)",-3,eulerian,0.0,0.026
42,40,11,"(4, 5)",2,eulerian,0.0,0.007
42,40,14,"(6, 9)",-3,eulerian,0.0,0.01
42,40,16,"(7, 8)",-3,eulerian,0.0,0.021
42,40,17,"(7, 10)",3,eulerian,0.0,0.021
42,40,19,"(8, 11)",-3,eulerian,0.0,0.025
42,40,20,"(9, 10)",-3,eulerian,0.0,0.033
43,41,0,"(0, 1)",-3,eulerian,0.0,0.01
43,41,1,"(0, 11)",3,eulerian,0.0,0.009
43,41,4,"(1, 5)",-3,eulerian,0.0,0.021
43,41,5,"(2, 3)",-2,eulerian,0.0,0.007
43,41,6,"(2, 8)",2,eulerian,0.0,0.007
43,41,8,"(3, 4)",-2,eulerian,0.0,0.006
43,41,11,"(4, 5)",-2,eulerian,0.0,0.006
43,41,12,"(5, 6)",-5,eulerian,0.0,0.008
43,41,13,"(6, 7)",-1,eulerian,0.0,0.006
43,41,14,"(6, 9)",-4,eulerian,0.0,0.016
43,41,16,"(7, 8)",1,eulerian,0.0,0.021
43,41,17,"(7, 10)",-2,eulerian,0.0,0.009
43,41,18,"(8, 9)",3,eulerian,0.0,0.036
43,41,20,"(9, 10)",-1,eulerian,0.0,0.006
43,41,21,"(10, 11)",-3,eulerian,0.0,0.022
44,42,0,"(0, 1)",-3,eulerian,0.0,0.01
44,42,1,"(0, 11)",3,eulerian,0.0,0.009
44,42,2,"(1, 2)",-3,eulerian,0.0,0.024
44,42,6,"(2, 8)",-1,eulerian,0.0,0.023
44,42,7,"(2, 11)",-2,eulerian,0.0,0.007
44,42,8,"(3, 4)",-2,eulerian,0.0,0.006
44,42,9,"(3, 6)",1,eulerian,0.0,0.035
44,42,10,"(3, 8)",1,eulerian,0.0,0.025
44,42,11,"(4, 5)",-2,eulerian,0.0,0.006
44,42,12,"(5, 6)",-2,eulerian,0.0,0.031
44,42,13,"(6, 7)",2,eulerian,0.0,0.012
44,42,15,"(6, 10)",-3,eulerian,0.0,0.013
44,42,17,"(7, 10)",2,eulerian,0.0,0.01
44,42,18,"(8, 9)",3,eulerian,0.0,0.036
44,42,19,"(8, 11)",-3,eulerian,0.0,0.025
44,42,20,"(9, 10)",3,eulerian,0.0,0.029
44,42,21,"(10, 11)",2,eulerian,0.0,0.023
45,43,0,"(0, 1)",-3,eulerian,0.0,0.009
45,43,1,"(0, 11)",3,eulerian,0.0,0.009
45,43,2,"(1, 2)",-2,eulerian,0.0,0.007
45,43,3,"(1, 3)",-2,eulerian,0.0,0.009
45,43,4,"(1, 5)",1,eulerian,0.0,0.005
45,43,7,"(2, 11)",-2,eulerian,0.0,0.007
45,43,8,"(3, 4)",-2,eulerian,0.0,0.006
45,43,11,"(4, 5)",-2,eulerian,0.0,0.006
45,43,12,"(5, 6)",-1,eulerian,0.0,0.006
45,43,13,"(6, 7)",2,eulerian,0.0,0.012
45,43,15,"(6, 10)",-3,eulerian,0.0,0.012
45,43,17,"(7, 10)",2,eulerian,0.0,0.009
45,43,18,"(8, 9)",-2,eulerian,0.0,0.023
45,43,19,"(8, 11)",2,eulerian,0.0,0.01
45,43,20,"(9, 10)",-2,eulerian,0.0,0.008
45,43,21,"(10, 11)",-3,eulerian,0.0,0.021
46,44,0,"(0, 1)",-3,eulerian,0.0,0.009
46,44,1,"(0, 11)",3,eulerian,0.0,0.009
46,44,4,"(1, 5)",-3,eulerian,0.0,0.021
46,44,5,"(2, 3)",-3,eulerian,0.0,0.028
46,44,6,"(2, 8)",3,eulerian,0.0,0.013
46,44,8,"(3, 4)",2,eulerian,0.0,0.007
46,44,9,"(3, 6)",1,eulerian,0.0,0.035
46,44,10,"(3, 8)",-6,eulerian,0.0,0.026
46,44,11,"(4, 5)",2,eulerian,0.0,0.007
46,44,12,"(5, 6)",-1,eulerian,0.0,0.005
46,44,16,"(7, 8)",-2,eulerian,0.0,0.031
46,44,17,"(7, 10)",2,eulerian,0.0,0.01
46,44,18,"(8, 9)",-2,eulerian,0.0,0.023
46,44,19,"(8, 11)",-3,eulerian,0.0,0.025
46,44,20,"(9, 10)",-2,eulerian,0.0,0.008
47,45,0,"(0, 1)",-2,eulerian,0.0,0.009
47,45,1,"(0, 11)",2,eulerian,0.0,0.008
47,45,2,"(1, 2)",-4,eulerian,0.0,0.012
47,45,3,"(1, 3)",-2,eulerian,0.0,0.009
47,45,4,"(1, 5)",4,eulerian,0.0,0.02
47,45,6,"(2, 8)",-3,eulerian,0.0,0.025
47,45,7,"(2, 11)",-1,eulerian,0.0,0.006
47,45,8,"(3, 4)",-4,eulerian,0.0,0.019
47,45,9,"(3, 6)",2,eulerian,0.0,0.041
47,45,11,"(4, 5)",-4,eulerian,0.0,0.019
47,45,13,"(6, 7)",2,eulerian,0.0,0.012
47,45,17,"(7, 10)",2,eulerian,0.0,0.009
47,45,18,"(8, 9)",-2,eulerian,0.0,0.023
47,45,19,"(8, 11)",-1,eulerian,0.0,0.007
47,45,20,"(9, 10)",-2,eulerian,0.0,0.008
48,46,0,"(0, 1)",1,eulerian,0.0,0.006
48,46,1,"(0, 11)",-1,eulerian,0.0,0.005
48,46,2,"(1, 2)",-2,eulerian,0.0,0.007
48,46,4,"(1, 5)",3,eulerian,0.0,0.016
48,46,6,"(2, 8)",-1,eulerian,0.0,0.023
48,46,7,"(2, 11)",-1,eulerian,0.0,0.006
48,46,8,"(3, 4)",-5,eulerian,0.0,0.04
48,46,9,"(3, 6)",6,eulerian,0.0,0.022
48,46,10,"(3, 8)",-1,eulerian,0.0,0.025
48,46,11,"(4, 5)",-5,eulerian,0.0,0.04
48,46,12,"(5, 6)",-2,eulerian,0.0,0.032
48,46,13,"(6, 7)",2,eulerian,0.0,0.012
48,46,14,"(6, 9)",2,eulerian,0.0,0.009
48,46,16,"(7, 8)",2,eulerian,0.0,0.015
48,46,20,"(9, 10)",2,eulerian,0.0,0.012
48,46,21,"(10, 11)",2,eulerian,0.0,0.023
49,47,0,"(0, 1)",2,eulerian,0.0,0.01
49,47,1,"(0, 11)",-2,eulerian,0.0,0.009
49,47,3,"(1, 3)",2,eulerian,0.0,0.007
49,47,5,"(2, 3)",-5,eulerian,0.0,0.014
49,47,6,"(2, 8)",4,eulerian,0.0,0.025
49,47,7,"(2, 11)",1,eulerian,0.0,0.006
49,47,8,"(3, 4)",-2,eulerian,0.0,0.006
49,47,10,"(3, 8)",-1,eulerian,0.0,0.025
49,47,11,"(4, 5)",-2,eulerian,0.0,0.006
49,47,12,"(5, 6)",-2,eulerian,0.0,0.031
49,47,14,"(6, 9)",-1,eulerian,0.0,0.008
49,47,15,"(6, 10)",-1,eulerian,0.0,0.017
49,47,16,"(7, 8)",1,eulerian,0.0,0.021
49,47,17,"(7, 10)",-1,eulerian,0.0,0.006
49,47,18,"(8, 9)",4,eulerian,0.0,0.034
49,47,20,"(9, 10)",3,eulerian,0.0,0.029
49,47,21,"(10, 11)",1,eulerian,0.0,0.007
50,48,0,"(0, 1)",-2,eulerian,0.0,0.009
50,48,1,"(0, 11)",2,eulerian,0.0,0.008
50,48,3,"(1, 3)",-1,eulerian,0.0,0.006
50,48,4,"(1, 5)",-1,eulerian,0.0,0.005
50,48,6,"(2, 8)",2,eulerian,0.0,0.007
50,48,7,"(2, 11)",-2,eulerian,0.0,0.007
50,48,8,"(3, 4)",-2,eulerian,0.0,0.006
50,48,10,"(3, 8)",1,eulerian,0.0,0.024
50,48,11,"(4, 5)",-2,eulerian,0.0,0.006
50,48,12,"(5, 6)",-3,eulerian,0.0,0.022
50,48,13,"(6, 7)",-3,eulerian,0.0,0.021
50,48,14,"(6, 9)",2,eulerian,0.0,0.009
50,48,15,"(6, 10)",-2,eulerian,0.0,0.006
50,48,16,"(7, 8)",-5,eulerian,0.0,0.012
50,48,17,"(7, 10)",2,eulerian,0.0,0.009
50,48,18,"(8, 9)",-2,eulerian,0.0,0.022
51,49,0,"(0, 1)",-2,eulerian,0.0,0.009
51,49,1,"(0, 11)",2,eulerian,0.0,0.008
51,49,3,"(1, 3)",2,eulerian,0.0,0.007
51,49,4,"(1, 5)",-4,eulerian,0.0,0.016
51,49,5,"(2, 3)",3,eulerian,0.0,0.013
51,49,6,"(2, 8)",-2,not_connected,-1,0.007
51,49,7,"(2, 11)",-1,eulerian,0.0,0.005
51,49,8,"(3, 4)",2,eulerian,0.0,0.007
51,49,9,"(3, 6)",2,eulerian,0.0,0.042
51,49,10,"(3, 8)",1,eulerian,0.0,0.024
51,49,11,"(4, 5)",2,eulerian,0.0,0.007
51,49,12,"(5, 6)",-2,eulerian,0.0,0.031
51,49,16,"(7, 8)",2,eulerian,0.0,0.015
51,49,17,"(7, 10)",-2,eulerian,0.0,0.009
51,49,18,"(8, 9)",2,eulerian,0.0,0.027
51,49,19,"(8, 11)",-1,eulerian,0.0,0.006
51,49,20,"(9, 10)",2,eulerian,0.0,0.011
52,50,0,"(0, 1)",3,eulerian,0.0,0.009
52,50,1,"(0, 11)",-3,eulerian,0.0,0.008
52,50,2,"(1, 2)",1,eulerian,0.0,0.006
52,50,4,"(1, 5)",2,eulerian,0.0,0.017
52,50,5,"(2, 3)",-1,eulerian,0.0,0.006
52,50,6,"(2, 8)",2,eulerian,0.0,0.007
52,50,8,"(3, 4)",-2,eulerian,0.0,0.006
52,50,9,"(3, 6)",1,eulerian,0.0,0.035
52,50,11,"(4, 5)",-2,eulerian,0.0,0.006
52,50,13,"(6, 7)",-1,eulerian,0.0,0.006
52,50,14,"(6, 9)",2,eulerian,0.0,0.009
52,50,16,"(7, 8)",-4,eulerian,0.0,0.019
52,50,17,"(7, 10)",3,eulerian,0.0,0.021
52,50,18,"(8, 9)",-2,eulerian,0.0,0.023
52,50,21,"(10, 11)",3,eulerian,0.0,0.035
53,51,0,"(0, 1)",4,eulerian,0.0,0.011
53,51,1,"(0, 11)",-4,eulerian,0.0,0.01
53,51,2,"(1, 2)",2,eulerian,0.0,0.006
53,51,4,"(1, 5)",2,eulerian,0.0,0.017
53,51,5,"(2, 3)",2,eulerian,0.0,0.007
53,51,8,"(3, 4)",2,eulerian,0.0,0.007
53,51,9,"(3, 6)",-1,eulerian,0.0,0.023
53,51,10,"(3, 8)",1,eulerian,0.0,0.024
53,51,11,"(4, 5)",2,eulerian,0.0,0.007
53,51,12,"(5, 6)",4,eulerian,0.0,0.023
53,51,13,"(6, 7)",2,eulerian,0.0,0.012
53,51,14,"(6, 9)",1,eulerian,0.0,0.007
53,51,16,"(7, 8)",1,eulerian,0.0,0.021
53,51,17,"(7, 10)",1,eulerian,0.0,0.006
53,51,18,"(8, 9)",-2,eulerian,0.0,0.023
53,51,19,"(8, 11)",4,eulerian,0.0,0.015
53,51,20,"(9, 10)",-1,eulerian,0.0,0.006
54,52,0,"(0, 1)",2,eulerian,0.0,0.01
54,52,1,"(0, 11)",-2,eulerian,0.0,0.009
54,52,4,"(1, 5)",2,eulerian,0.0,0.018
54,52,5,"(2, 3)",-2,eulerian,0.0,0.007
54,52,7,"(2, 11)",2,eulerian,0.0,0.006
54,52,8,"(3, 4)",1,eulerian,0.0,0.006
54,52,9,"(3, 6)",-6,eulerian,0.0,0.03
54,52,10,"(3, 8)",3,eulerian,0.0,0.026
54,52,11,"(4, 5)",1,eulerian,0.0,0.006
54,52,12,"(5, 6)",3,eulerian,0.0,0.023
54,52,13,"(6, 7)",-3,eulerian,0.0,0.021
54,52,14,"(6, 9)",-2,eulerian,0.0,0.031
54,52,15,"(6, 10)",2,eulerian,0.0,0.007
54,52,16,"(7, 8)",-1,eulerian,0.0,0.018
54,52,17,"(7, 10)",-2,eulerian,0.0,0.01
54,52,18,"(8, 9)",2,eulerian,0.0,0.027
55,53,0,"(0, 1)",-3,eulerian,0.0,0.009
55,53,1,"(0, 11)",3,eulerian,0.0,0.009
55,53,2,"(1, 2)",-2,eulerian,0.0,0.007
55,53,4,"(1, 5)",-1,eulerian,0.0,0.005
55,53,6,"(2, 8)",-2,eulerian,0.0,0.007
55,53,8,"(3, 4)",-2,eulerian,0.0,0.006
55,53,9,"(3, 6)",1,eulerian,0.0,0.035
55,53,10,"(3, 8)",1,eulerian,0.0,0.024
55,53,11,"(4, 5)",-2,eulerian,0.0,0.006
55,53,12,"(5, 6)",-3,eulerian,0.0,0.022
55,53,13,"(6, 7)",1,eulerian,0.0,0.007
55,53,14,"(6, 9)",-4,eulerian,0.0,0.016
55,53,15,"(6, 10)",1,eulerian,0.0,0.021
55,53,16,"(7, 8)",1,eulerian,0.0,0.021
55,53,20,"(9, 10)",-4,eulerian,0.0,0.008
55,53,21,"(10, 11)",-3,eulerian,0.0,0.02
56,54,0,"(0, 1)",3,eulerian,0.0,0.009
56,54,1,"(0, 11)",-3,eulerian,0.0,0.008
56,54,2,"(1, 2)",1,eulerian,0.0,0.006
56,54,3,"(1, 3)",1,eulerian,0.0,0.006
56,54,4,"(1, 5)",1,eulerian,0.0,0.005
56,54,5,"(2, 3)",-1,eulerian,0.0,0.006
56,54,6,"(2, 8)",2,eulerian,0.0,0.007
56,54,8,"(3, 4)",-3,eulerian,0.0,0.022
56,54,10,"(3, 8)",3,eulerian,0.0,0.026
56,54,11,"(4, 5)",-3,eulerian,0.0,0.022
56,54,12,"(5, 6)",-2,eulerian,0.0,0.031
56,54,13,"(6, 7)",-2,eulerian,0.0,0.025
56,54,16,"(7, 8)",-2,eulerian,0.0,0.03
56,54,18,"(8, 9)",2,eulerian,0.0,0.027
56,54,19,"(8, 11)",1,eulerian,0.0,0.008
56,54,20,"(9, 10)",2,eulerian,0.0,0.011
56,54,21,"(10, 11)",2,eulerian,0.0,0.023
57,55,0,"(0, 1)",2,eulerian,0.0,0.01
57,55,1,"(0, 11)",-2,eulerian,0.0,0.009
57,55,4,"(1, 5)",2,eulerian,0.0,0.017
57,55,5,"(2, 3)",2,eulerian,0.0,0.007
57,55,7,"(2, 11)",-2,eulerian,0.0,0.007
57,55,8,"(3, 4)",-2,eulerian,0.0,0.006
57,55,9,"(3, 6)",4,eulerian,0.0,0.022
57,55,11,"(4, 5)",-2,eulerian,0.0,0.006
57,55,13,"(6, 7)",7,eulerian,0.0,0.015
57,55,14,"(6, 9)",-3,eulerian,0.0,0.01
57,55,16,"(7, 8)",6,eulerian,0.0,0.021
57,55,17,"(7, 10)",1,eulerian,0.0,0.006
57,55,18,"(8, 9)",3,eulerian,0.0,0.036
57,55,19,"(8, 11)",3,eulerian,0.0,0.013
57,55,21,"(10, 11)",1,eulerian,0.0,0.007
58,56,0,"(0, 1)",2,eulerian,0.0,0.01
58,56,1,"(0, 11)",-2,eulerian,0.0,0.009
58,56,2,"(1, 2)",2,eulerian,0.0,0.006
58,56,5,"(2, 3)",-2,eulerian,0.0,0.006
58,56,6,"(2, 8)",4,eulerian,0.0,0.025
58,56,8,"(3, 4)",-2,eulerian,0.0,0.006
58,56,11,"(4, 5)",-2,eulerian,0.0,0.006
58,56,12,"(5, 6)",-2,eulerian,0.0,0.031
58,56,15,"(6, 10)",-2,eulerian,0.0,0.006
58,56,16,"(7, 8)",3,eulerian,0.0,0.026
58,56,17,"(7, 10)",-3,eulerian,0.0,0.027
58,56,18,"(8, 9)",4,eulerian,0.0,0.035
58,56,19,"(8, 11)",3,eulerian,0.0,0.014
58,56,20,"(9, 10)",4,eulerian,0.0,0.009
58,56,21,"(10, 11)",-1,eulerian,0.0,0.007
59,57,0,"(0, 1)",-4,eulerian,0.0,0.01
59,57,1,"(0, 11)",4,eulerian,0.0,0.009
59,57,2,"(1, 2)",-4,eulerian,0.0,0.012
59,57,5,"(2, 3)",-2,eulerian,0.0,0.006
59,57,6,"(2, 8)",2,eulerian,0.0,0.007
59,57,7,"(2, 11)",-4,eulerian,0.0,0.008
59,57,8,"(3, 4)",-2,eulerian,0.0,0.006
59,57,11,"(4, 5)",-2,eulerian,0.0,0.006
59,57,12,"(5, 6)",-2,eulerian,0.0,0.031
59,57,14,"(6, 9)",-2,eulerian,0.0,0.031
59,57,16,"(7, 8)",-2,eulerian,0.0,0.031
59,57,17,"(7, 10)",2,eulerian,0.0,0.009
59,57,20,"(9, 10)",-2,eulerian,0.0,0.008
60,58,0,"(0, 1)",-2,eulerian,0.0,0.009
60,58,1,"(0, 11)",2,eulerian,0.0,0.008
60,58,2,"(1, 2)",-1,eulerian,0.0,0.006
60,58,4,"(1, 5)",-1,eulerian,0.0,0.005
60,58,5,"(2, 3)",-2,eulerian,0.0,0.006
60,58,7,"(2, 11)",1,eulerian,0.0,0.006
60,58,8,"(3, 4)",2,eulerian,0.0,0.007
60,58,9,"(3, 6)",-5,eulerian,0.0,0.009
60,58,10,"(3, 8)",1,eulerian,0.0,0.024
60,58,11,"(4, 5)",2,eulerian,0.0,0.007
60,58,12,"(5, 6)",1,eulerian,0.0,0.006
60,58,14,"(6, 9)",-2,eulerian,0.0,0.031
60,58,15,"(6, 10)",-2,eulerian,0.0,0.006
60,58,16,"(7, 8)",1,eulerian,0.0,0.021
60,58,17,"(7, 10)",-1,eulerian,0.0,0.006
60,58,19,"(8, 11)",2,eulerian,0.0,0.01
60,58,20,"(9, 10)",-2,eulerian,0.0,0.008
60,58,21,"(10, 11)",-5,eulerian,0.0,0.023
61,59,0,"(0, 1)",-3,eulerian,0.0,0.01
61,59,1,"(0, 11)",3,eulerian,0.0,0.009
61,59,4,"(1, 5)",-3,eulerian,0.0,0.021
61,59,6,"(2, 8)",3,eulerian,0.0,0.012
