edge_id,node_u,node_v,length_meters,flow,flow_magnitude,direction
483,331901579,331901522,11.35,-1,1,331901522 -> 331901579
484,331901579,1526072498,219.98,3,3,331901579 -> 1526072498
485,331901579,1502088694,87.78,-1,1,1502088694 -> 331901579
486,41634718,331901521,119.38,-1,1,331901521 -> 41634718
487,41634718,41706255,118.72,0,0,unused
488,1526072498,331932699,119.59,2,2,1526072498 -> 331932699
489,1526072498,331908914,117.99,2,2,1526072498 -> 331908914
490,41607952,331908916,118.76,3,3,41607952 -> 331908916
491,41607952,42203712,120.07,-1,1,42203712 -> 41607952
492,41607952,41607953,113.62,1,1,41607952 -> 41607953
493,41607952,2265572791,120.22,-2,2,2265572791 -> 41607952
494,41706255,1680570332,122.55,-2,2,1680570332 -> 41706255
495,41706255,42203712,106.44,1,1,41706255 -> 42203712
496,331908914,1501879405,113.75,2,2,331908914 -> 1501879405
497,331908914,331908916,112.67,-1,1,331908916 -> 331908914
498,331908916,1502089022,41.85,1,1,331908916 -> 1502089022
499,331908916,331932987,126.0,1,1,331908916 -> 331932987
500,42203712,41711786,119.03,-1,1,41711786 -> 42203712
501,42203712,2265572791,10.76,1,1,42203712 -> 2265572791
502,41607953,331908918,118.78,-1,1,331908918 -> 41607953
503,41607953,41754070,119.15,3,3,41607953 -> 41754070
504,41607953,41607955,120.58,-1,1,41607955 -> 41607953
505,331908918,331908923,234.92,0,0,unused
506,331908918,1502089054,6.44,-2,2,1502089054 -> 331908918
507,331908918,1502089022,72.55,1,1,331908918 -> 1502089022
508,41754070,42203723,121.04,3,3,41754070 -> 42203723
509,41754070,2265572791,106.11,0,0,unused
510,41607955,42203723,117.81,-2,2,42203723 -> 41607955
511,41607955,41607956,106.43,1,1,41607955 -> 41607956
512,42203723,41610829,106.32,1,1,42203723 -> 41610829
513,42203723,41711792,120.41,0,0,unused
514,41607956,1307391489,13.59,-1,1,1307391489 -> 41607956
515,41607956,41610829,118.03,4,4,41607956 -> 41610829
516,41607956,331908923,118.93,-2,2,331908923 -> 41607956
517,1307391489,41607957,109.34,1,1,1307391489 -> 41607957
518,1307391489,331908924,117.64,-1,1,331908924 -> 1307391489
519,1307391489,1307391542,118.12,-1,1,1307391542 -> 1307391489
520,41610829,1307391542,13.18,3,3,41610829 -> 1307391542
521,41610829,41610831,119.08,2,2,41610829 -> 41610831
522,41607957,41913385,118.63,0,0,unused
523,41607957,331908925,115.81,3,3,41607957 -> 331908925
524,41607957,41607959,116.09,-2,2,41607959 -> 41607957
525,41913385,42203736,116.26,1,1,41913385 -> 42203736
526,41913385,1307391542,109.97,-1,1,1307391542 -> 41913385
527,331908925,331908924,102.13,-1,1,331908924 -> 331908925
528,331908925,331908928,122.78,4,4,331908925 -> 331908928
529,41607959,42203736,118.66,0,0,unused
530,41607959,331908928,116.98,-1,1,331908928 -> 41607959
531,42203736,41711799,118.92,4,4,42203736 -> 41711799
532,331908928,1502089146,13.14,0,0,unused
533,331908928,331908931,110.08,3,3,331908928 -> 331908931
534,331908931,1502089208,23.12,4,4,331908931 -> 1502089208
535,9081275780,41712034,172.84,2,2,9081275780 -> 41712034
536,42221109,42221113,287.83,1,1,42221109 -> 42221113
537,42221109,1278936017,320.6,0,0,unused
538,1501879041,41698393,12.68,2,2,1501879041 -> 41698393
539,1501879041,2980248908,268.51,-1,1,2980248908 -> 1501879041
540,331917949,1501879048,120.46,2,2,331917949 -> 1501879048
541,41609721,12897697011,112.69,-1,1,12897697011 -> 41609721
542,41609721,331927663,115.61,2,2,41609721 -> 331927663
543,12897697011,12895886656,320.02,-2,2,12895886656 -> 12897697011
544,12897697011,12897697009,120.73,22,22,12897697011 -> 12897697009
545,331927663,331901522,119.36,1,1,331927663 -> 331901522
546,331927663,331927669,120.24,22,22,331927663 -> 331927669
547,331927663,12897697009,113.6,-21,21,12897697009 -> 331927663
548,41610814,41610843,28.69,1,1,41610814 -> 41610843
549,41610814,41610816,142.13,1,1,41610814 -> 41610816
550,41610814,41644389,108.54,-2,2,41644389 -> 41610814
551,41610843,41610841,295.72,1,1,41610843 -> 41610841
552,41610843,41644386,79.05,0,0,unused
553,41610816,41610817,146.09,1,1,41610816 -> 41610817
554,41610816,41913527,109.05,-1,1,41913527 -> 41610816
555,41610816,42311230,106.67,1,1,41610816 -> 42311230
556,41644389,330521021,127.45,-1,1,330521021 -> 41644389
557,41644389,41741338,292.13,1,1,41644389 -> 41741338
558,41644389,1307391461,100.36,-2,2,1307391461 -> 41644389
559,41610817,41804910,107.87,-1,1,41804910 -> 41610817
560,41610817,41804906,108.07,2,2,41610817 -> 41804906
561,41913527,41804910,145.65,2,2,41913527 -> 41804910
562,41913527,330521021,14.81,-3,3,330521021 -> 41913527
563,42311230,41644386,142.54,-2,2,41644386 -> 42311230
564,42311230,41754076,108.02,-2,2,41754076 -> 42311230
565,42311230,41804906,145.49,5,5,42311230 -> 41804906
566,41804910,41804912,107.03,1,1,41804910 -> 41804912
567,41804906,41754077,107.3,7,7,41804906 -> 41754077
568,1307391542,1307391606,119.1,1,1,1307391542 -> 1307391606
569,41610831,1307391606,11.41,-1,1,1307391606 -> 41610831
570,41610831,41711792,108.17,1,1,41610831 -> 41711792
571,41610831,41610835,195.3,2,2,41610831 -> 41610835
572,1307391606,41711797,110.03,-1,1,41711797 -> 1307391606
573,1307391606,1307391566,187.57,1,1,1307391606 -> 1307391566
574,41711792,2262241145,225.24,1,1,41711792 -> 2262241145
575,41610835,1307391566,15.41,-1,1,1307391566 -> 41610835
576,41610835,41610839,151.13,5,5,41610835 -> 41610839
577,41610835,1256304741,338.37,-2,2,1256304741 -> 41610835
578,1307391566,1307391534,45.17,-1,1,1307391534 -> 1307391566
579,1307391566,41621512,127.1,1,1,1307391566 -> 41621512
580,41610839,1307391483,12.8,5,5,41610839 -> 1307391483
581,41610839,41610841,96.45,0,0,unused
582,1307391483,41610841,94.45,2,2,1307391483 -> 41610841
583,1307391483,41913629,110.11,1,1,1307391483 -> 41913629
584,1307391483,1307391534,113.84,2,2,1307391483 -> 1307391534
585,41610841,41741335,113.98,1,1,41610841 -> 41741335
586,41610841,41741324,238.87,2,2,41610841 -> 41741324
587,41741335,41913629,96.56,-1,1,41913629 -> 41741335
588,41741335,41741338,32.18,2,2,41741335 -> 41741338
589,41741324,41644383,288.64,5,5,41741324 -> 41644383
590,41741324,1256224131,109.1,-3,3,1256224131 -> 41741324
591,41644386,41644385,107.91,-2,2,41644385 -> 41644386
592,41611965,1526072477,111.38,0,0,unused
593,41611965,12895886656,113.68,1,1,41611965 -> 12895886656
594,1526072477,1680570105,120.54,22,22,1526072477 -> 1680570105
595,1526072477,1680570088,112.4,-23,23,1680570088 -> 1526072477
596,12895886656,1680570088,113.72,0,0,unused
597,12895886656,12897697016,10.25,-1,1,12897697016 -> 12895886656
598,41611972,41716551,110.6,1,1,41611972 -> 41716551
599,41611972,2980250897,91.13,0,0,unused
600,41611972,1526072481,118.09,2,2,41611972 -> 1526072481
601,41611972,1680570114,115.48,-3,3,1680570114 -> 41611972
602,41716551,1526072476,115.78,1,1,41716551 -> 1526072476
603,41716551,42023812,114.65,-1,1,42023812 -> 41716551
604,41716551,41716554,139.79,1,1,41716551 -> 41716554
605,1526072481,317516974,381.12,1,1,1526072481 -> 317516974
606,1526072481,1526072476,113.94,1,1,1526072481 -> 1526072476
607,1680570114,42023781,206.81,2,2,1680570114 -> 42023781
608,1680570114,42023812,113.13,2,2,1680570114 -> 42023812
609,1680570114,1680570120,115.02,-7,7,1680570120 -> 1680570114
610,41618199,1397281238,17.64,0,0,unused
611,41618199,42576867,198.14,1,1,41618199 -> 42576867
612,42576867,41882950,120.55,13,13,42576867 -> 41882950
613,42576867,3019500800,113.58,-12,12,3019500800 -> 42576867
614,41882950,41823831,114.92,0,0,unused
615,41882950,1556606397,115.11,13,13,41882950 -> 1556606397
616,41621512,41621514,116.88,1,1,41621512 -> 41621514
617,41621512,41913628,106.99,1,1,41621512 -> 41913628
618,41621512,41711797,125.83,-1,1,41711797 -> 41621512
619,41621514,41621515,116.43,1,1,41621514 -> 41621515
620,41621514,42210374,115.13,1,1,41621514 -> 42210374
621,41621514,41711799,116.53,-1,1,41711799 -> 41621514
622,41913628,41913629,114.16,-1,1,41913629 -> 41913628
623,41913628,42210374,115.91,3,3,41913628 -> 42210374
624,41913628,1307391534,110.58,-1,1,1307391534 -> 41913628
625,41711797,41711799,116.41,-2,2,41711799 -> 41711797
626,42210374,1256782411,114.02,2,2,42210374 -> 1256782411
627,41627175,2980239272,16.82,-2,2,2980239272 -> 41627175
628,41627175,42596552,59.66,1,1,41627175 -> 42596552
629,41627175,4346602889,92.99,1,1,41627175 -> 4346602889
630,41627175,41627177,117.78,0,0,unused
631,2980239272,2980239278,117.54,28,28,2980239272 -> 2980239278
632,2980239272,4351647668,93.56,-30,30,4351647668 -> 2980239272
633,42596552,42596553,54.3,0,0,unused
634,4346602889,4351647668,17.2,0,0,unused
635,4346602889,2980239269,134.78,1,1,4346602889 -> 2980239269
636,41627177,2980239278,16.98,1,1,41627177 -> 2980239278
637,41627177,42596468,184.63,0,0,unused
638,41627177,4351647667,155.03,-1,1,4351647667 -> 41627177
639,2980239278,4346602682,154.95,1,1,2980239278 -> 4346602682
640,2980239278,11609502912,104.73,28,28,2980239278 -> 11609502912
641,42452986,42200598,217.87,-1,1,42200598 -> 42452986
642,42452986,42290370,112.19,-6,6,42290370 -> 42452986
643,2281519344,2361888653,11.03,-2,2,2361888653 -> 2281519344
644,41629295,41629297,199.83,-12,12,41629297 -> 41629295
645,41629295,1256308228,173.3,0,0,unused
646,41629295,3604246915,52.07,0,0,unused
647,41629295,3604246917,52.12,0,0,unused
648,41629297,41629300,200.37,2,2,41629297 -> 41629300
649,41629297,41669465,311.13,-1,1,41669465 -> 41629297
650,41629300,41669465,112.3,1,1,41629300 -> 41669465
651,41629300,42377653,112.62,1,1,41629300 -> 42377653
652,42377653,41860940,100.36,2,2,42377653 -> 41860940
653,42377653,42200718,190.69,-1,1,42200718 -> 42377653
654,42037611,41701787,97.69,-1,1,41701787 -> 42037611
655,41631314,41812065,203.15,3,3,41631314 -> 41812065
656,41634702,1680570151,116.93,0,0,unused
657,41634702,41634702,49.33,1,1,41634702 -> 41634702
658,1680570151,41644379,124.1,1,1,1680570151 -> 41644379
659,1680570151,1680570146,81.18,0,0,unused
660,1680570151,5314024584,21.45,-1,1,5314024584 -> 1680570151
661,331901521,331927669,156.94,-1,1,331927669 -> 331901521
662,331901521,1502088694,33.66,2,2,331901521 -> 1502088694
663,331901521,1556606602,120.95,-2,2,1556606602 -> 331901521
664,41644379,1404179922,62.98,0,0,unused
665,41644379,1501879352,165.54,1,1,41644379 -> 1501879352
666,1501879352,1501879338,171.62,2,2,1501879352 -> 1501879338
667,1501879352,1502088607,15.18,-2,2,1502088607 -> 1501879352
668,1501879352,331901514,15.37,1,1,1501879352 -> 331901514
669,41644382,41804901,286.87,1,1,41644382 -> 41804901
670,41644382,1256224131,286.52,1,1,41644382 -> 1256224131
671,41644382,5100992511,48.74,0,0,unused
672,41644382,41644383,111.1,-2,2,41644383 -> 41644382
673,41644382,5100993003,47.52,0,0,unused
674,41804901,41754077,172.94,-6,6,41754077 -> 41804901
675,41804901,1526072501,168.04,7,7,41804901 -> 1526072501
676,1256224131,9758340429,78.96,-1,1,9758340429 -> 1256224131
677,1256224131,4483350152,128.8,-1,1,4483350152 -> 1256224131
678,1256224131,4347921313,129.46,0,0,unused
679,41644383,41644385,60.64,3,3,41644383 -> 41644385
680,41644385,41754076,143.36,1,1,41644385 -> 41754076
681,41754076,41754077,144.34,-1,1,41754077 -> 41754076
682,330521021,42210530,107.29,-4,4,42210530 -> 330521021
683,41741338,41741341,83.27,3,3,41741338 -> 41741341
684,1307391461,41741344,291.8,-5,5,41741344 -> 1307391461
685,1307391461,330521018,6.01,3,3,1307391461 -> 330521018
686,41644391,330521018,85.09,3,3,41644391 -> 330521018
687,330521018,42210530,128.3,6,6,330521018 -> 42210530
688,42311243,42210530,105.8,-4,4,42210530 -> 42311243
689,41644396,42311260,116.7,-4,4,42311260 -> 41644396
690,41644396,42398528,374.12,4,4,41644396 -> 42398528
691,42398528,2990395949,52.26,3,3,42398528 -> 2990395949
692,42311260,41804919,173.73,1,1,42311260 -> 41804919
693,41673718,1556606597,119.26,2,2,41673718 -> 1556606597
694,41673718,1556606712,117.17,0,0,unused
695,1556606597,1556606469,122.84,1,1,1556606597 -> 1556606469
696,1556606597,1680570134,114.16,-13,13,1680570134 -> 1556606597
697,1556606597,1556606607,116.99,14,14,1556606597 -> 1556606607
698,1556606712,42604678,117.42,1,1,1556606712 -> 42604678
699,1556606712,1556606708,116.35,-12,12,1556606708 -> 1556606712
700,1556606712,1680570134,118.66,11,11,1556606712 -> 1680570134
701,42604678,42217181,118.61,-1,1,42217181 -> 42604678
702,42604678,1680570329,115.6,3,3,42604678 -> 1680570329
703,41673722,42217181,110.32,1,1,41673722 -> 42217181
704,42217181,42205597,368.36,2,2,42217181 -> 42205597
705,42217181,2297708929,108.24,-2,2,2297708929 -> 42217181
706,42205597,42200598,220.19,-2,2,42200598 -> 42205597
707,42205597,330513500,108.17,7,7,42205597 -> 330513500
708,42200598,42200601,113.0,-2,2,42200601 -> 42200598
709,41698393,331925517,10.76,2,2,41698393 -> 331925517
710,41698393,1502088607,109.88,-6,6,1502088607 -> 41698393
711,41698393,331925172,144.62,6,6,41698393 -> 331925172
712,331925517,331917948,106.33,1,1,331925517 -> 331917948
713,331925517,6165206914,275.06,1,1,331925517 -> 6165206914
714,1502088607,331901515,145.52,1,1,1502088607 -> 331901515
715,1502088607,1502088621,250.34,-9,9,1502088621 -> 1502088607
716,41701777,42674699,95.97,2,2,41701777 -> 42674699
717,42674699,42326887,113.12,0,0,unused
718,42674699,42345818,96.08,1,1,42674699 -> 42345818
719,42326887,42326885,95.39,5,5,42326887 -> 42326885
720,41701848,1556606416,115.6,0,0,unused
721,41701848,1556606397,115.04,1,1,41701848 -> 1556606397
722,41701848,1556606374,74.52,1,1,41701848 -> 1556606374
723,1556606416,41803789,322.97,2,2,1556606416 -> 41803789
724,1556606416,1556606467,116.62,11,11,1556606416 -> 1556606467
725,1556606416,1556606418,113.8,-13,13,1556606418 -> 1556606416
726,1556606397,3331473960,64.94,0,0,unused
727,1556606397,1556606418,113.96,14,14,1556606397 -> 1556606418
728,1556606374,1556606372,16.11,0,0,unused
729,1556606374,5132653062,120.17,1,1,1556606374 -> 5132653062
730,1680570332,41711786,106.26,3,3,1680570332 -> 41711786
731,1680570332,1256224119,227.87,16,16,1680570332 -> 1256224119
732,1680570332,1556606602,238.66,-21,21,1556606602 -> 1680570332
733,41706281,42360002,38.84,0,0,unused
734,41706281,1526072501,79.34,0,0,unused
735,1526072501,331893074,166.71,6,6,1526072501 -> 331893074
736,1526072501,1680570146,86.45,1,1,1526072501 -> 1680570146
737,41711786,42588673,230.82,1,1,41711786 -> 42588673
738,41711786,2262241145,11.54,1,1,41711786 -> 2262241145
739,42588673,1256304741,12.79,1,1,42588673 -> 1256304741
740,42588673,4347921313,88.06,1,1,42588673 -> 4347921313
741,42588673,1256224119,103.24,-1,1,1256224119 -> 42588673
742,2262241145,1256304741,231.01,1,1,2262241145 -> 1256304741
743,2262241145,2265572791,118.78,1,1,2262241145 -> 2265572791
744,41712031,41712034,147.01,0,0,unused
745,41712031,256544743,31.74,1,1,41712031 -> 256544743
746,41712034,42582165,176.08,2,2,41712034 -> 42582165
747,42582165,5100939330,89.52,-1,1,5100939330 -> 42582165
748,41716457,3584480610,8.05,-28,28,3584480610 -> 41716457
749,41716457,3536447372,92.03,0,0,unused
750,41716457,42023651,119.49,28,28,41716457 -> 42023651
751,3584480610,11609502912,88.33,-28,28,11609502912 -> 3584480610
752,3536447372,3536447371,73.72,0,0,unused
753,3536447372,3536447373,133.17,0,0,unused
754,42023651,42338391,113.84,26,26,42023651 -> 42338391
755,1526072476,2980247637,68.01,2,2,1526072476 -> 2980247637
756,42023812,1680570101,115.61,1,1,42023812 -> 1680570101
757,41716554,2980239530,194.51,2,2,41716554 -> 2980239530
758,2980239530,2980239526,17.88,0,0,unused
759,2980239530,2980239281,111.82,27,27,2980239530 -> 2980239281
760,2980239530,2980247637,137.94,-25,25,2980247637 -> 2980239530
761,41723593,41769127,207.04,14,14,41723593 -> 41769127
762,41769125,41769122,45.2,5,5,41769125 -> 41769122
763,41769125,41769127,99.23,-5,5,41769127 -> 41769125
764,41769127,330512868,75.92,9,9,41769127 -> 330512868
765,41723644,1526072495,103.18,1,1,41723644 -> 1526072495
766,41723644,1451330394,101.77,-9,9,1451330394 -> 41723644
767,41723644,3708256750,203.97,8,8,41723644 -> 3708256750
768,1526072495,3625083531,203.74,1,1,1526072495 -> 3625083531
769,1526072495,1556606581,118.05,1,1,1526072495 -> 1556606581
770,1526072495,1680570137,104.56,-1,1,1680570137 -> 1526072495
771,1451330394,1556606580,119.37,-10,10,1556606580 -> 1451330394
772,1451330394,1526072496,104.02,1,1,1451330394 -> 1526072496
773,3708256750,3625083531,102.86,0,0,unused
774,3708256750,3625083534,31.44,8,8,3708256750 -> 3625083534
775,41913629,1256782411,115.65,-1,1,1256782411 -> 41913629
776,41741341,1256782411,96.51,-1,1,1256782411 -> 41741341
777,41741341,41741344,17.47,4,4,41741341 -> 41741344
778,1256782411,42214530,115.36,0,0,unused
779,41741344,41741346,94.87,-1,1,41741346 -> 41741344
780,41741346,42214530,94.5,1,1,41741346 -> 42214530
781,41769111,1680570329,104.65,2,2,41769111 -> 1680570329
782,41769111,1526072496,118.3,-1,1,1526072496 -> 41769111
783,41769111,41769115,118.76,-1,1,41769115 -> 41769111
784,1680570329,1526072515,118.26,-7,7,1526072515 -> 1680570329
785,1680570329,1556606708,117.89,12,12,1680570329 -> 1556606708
786,1526072496,1556606584,117.81,-1,1,1556606584 -> 1526072496
787,1526072496,1556606708,103.36,1,1,1526072496 -> 1556606708
788,41769115,3625083534,207.02,0,0,unused
789,41769115,1526072515,102.63,0,0,unused
790,1526072515,2297708929,12.83,-7,7,2297708929 -> 1526072515
791,41769122,42205602,109.12,1,1,41769122 -> 42205602
792,42205602,42200601,220.75,-1,1,42200601 -> 42205602
793,42205602,330513500,7.24,2,2,42205602 -> 330513500
794,330512868,42200601,111.39,9,9,330512868 -> 42200601
795,42290370,42200601,217.5,-6,6,42200601 -> 42290370
796,41786014,5100939330,244.57,1,1,41786014 -> 5100939330
797,41786014,2990395952,29.84,-1,1,2990395952 -> 41786014
798,5100939330,5100924957,37.52,0,0,unused
799,2990395952,4347911154,48.89,0,0,unused
800,2990395952,4347911155,45.38,1,1,2990395952 -> 4347911155
801,41794942,41794944,81.71,0,0,unused
802,41794944,41794948,163.6,0,0,unused
803,41794944,42322697,69.91,1,1,41794944 -> 42322697
804,42322697,42596543,86.28,0,0,unused
805,42322697,42596539,79.87,0,0,unused
806,42322697,2980239269,61.27,1,1,42322697 -> 2980239269
807,1556606580,1556606584,103.23,1,1,1556606580 -> 1556606584
808,1556606454,5158562045,630.57,2,2,1556606454 -> 5158562045
809,1556606454,1556606467,219.82,-10,10,1556606467 -> 1556606454
810,1556606454,1556606584,125.0,1,1,1556606454 -> 1556606584
811,1556606454,5158562046,632.71,9,9,1556606454 -> 5158562046
812,41804912,42210530,160.67,2,2,41804912 -> 42210530
813,42354407,41823844,119.86,-9,9,41823844 -> 42354407
814,42354407,1556606581,123.29,1,1,42354407 -> 1556606581
815,6074464043,6074464042,115.22,3,3,6074464043 -> 6074464042
816,41823831,41882944,120.69,1,1,41823831 -> 41882944
817,41823831,1556606418,115.91,-1,1,1556606418 -> 41823831
818,41882944,1556606607,121.32,-13,13,1556606607 -> 41882944
819,41882944,1556606469,116.1,-2,2,1556606469 -> 41882944
820,1556606418,1556606469,118.73,0,0,unused
821,41860855,1526072505,104.63,1,1,41860855 -> 1526072505
822,41860855,1526072494,104.02,2,2,41860855 -> 1526072494
823,41860855,1680570137,102.79,-1,1,1680570137 -> 41860855
824,1526072505,42377071,103.67,1,1,1526072505 -> 42377071
825,1526072505,2297713946,99.12,0,0,unused
826,1526072494,42377071,103.29,1,1,1526072494 -> 42377071
827,1526072494,1556606555,118.7,1,1,1526072494 -> 1556606555
828,1680570137,3625083530,203.5,-2,2,3625083530 -> 1680570137
829,41860937,42200718,141.11,1,1,41860937 -> 42200718
830,41860937,3074538202,140.11,1,1,41860937 -> 3074538202
831,41860937,41860940,289.57,-2,2,41860940 -> 41860937
832,3074538202,42205461,191.75,1,1,3074538202 -> 42205461
833,1556606607,11332312888,242.16,0,0,unused
834,41885498,1680570272,82.73,-1,1,1680570272 -> 41885498
835,41885498,5314024584,28.5,1,1,41885498 -> 5314024584
836,1680570272,5314024602,16.4,-1,1,5314024602 -> 1680570272
837,12895886671,1680570088,114.95,2,2,12895886671 -> 1680570088
838,1680570101,1680570105,118.45,0,0,unused
839,1680570101,1680570120,112.61,2,2,1680570101 -> 1680570120
840,3019500800,317522164,76.21,0,0,unused
841,11907040130,2227528365,141.48,-25,25,2227528365 -> 11907040130
842,41966231,2227528365,114.44,27,27,41966231 -> 2227528365
843,2227528365,11907040128,13.83,2,2,2227528365 -> 11907040128
844,2227528365,3642808961,202.79,0,0,unused
845,41997893,331932699,122.85,1,1,41997893 -> 331932699
846,331932699,11332312888,120.31,1,1,331932699 -> 11332312888
847,331932699,1501879393,44.22,2,2,331932699 -> 1501879393
848,1680570361,331932987,115.88,-1,1,331932987 -> 1680570361
849,42482209,1501879393,73.96,-2,2,1501879393 -> 42482209
850,42482209,1501879405,13.17,-1,1,1501879405 -> 42482209
851,42482209,331932987,114.67,0,0,unused
852,331932983,331932980,221.0,1,1,331932983 -> 331932980
853,331932983,1502089066,214.65,0,0,unused
854,331932983,1502089122,15.68,-2,2,1502089122 -> 331932983
855,331932980,1502089154,13.91,3,3,331932980 -> 1502089154
856,331932980,1502089218,218.22,-1,1,1502089218 -> 331932980
857,1515869489,1515869503,73.21,-1,1,1515869503 -> 1515869489
858,1515869489,1515869496,95.18,2,2,1515869489 -> 1515869496
859,4900785345,331934576,66.89,2,2,4900785345 -> 331934576
860,4900785345,1515869496,58.13,1,1,4900785345 -> 1515869496
861,42338388,42338391,131.72,2,2,42338388 -> 42338391
862,42338391,3642808963,222.96,0,0,unused
863,42023781,331927679,148.1,1,1,42023781 -> 331927679
864,331927679,331927675,115.13,0,0,unused
865,331927679,1278936161,11.56,1,1,331927679 -> 1278936161
866,42345818,317521878,25.19,0,0,unused
867,42481008,6074464042,204.35,-2,2,6074464042 -> 42481008
868,330513500,2297708929,369.01,9,9,330513500 -> 2297708929
869,7655281891,1680570120,55.17,-1,1,1680570120 -> 7655281891
870,2980239269,2980239281,17.35,3,3,2980239269 -> 2980239281
871,2980239269,2980239526,112.02,-1,1,2980239526 -> 2980239269
872,42326885,1398112665,7.97,4,4,42326885 -> 1398112665
873,42326885,317521878,87.57,1,1,42326885 -> 317521878
874,1398112665,1398112662,59.12,4,4,1398112665 -> 1398112662
875,317521878,42674703,106.58,1,1,317521878 -> 42674703
876,6074464041,6074464042,115.06,-1,1,6074464042 -> 6074464041
877,42377071,2297714319,99.91,2,2,42377071 -> 2297714319
878,2297714319,2297713946,103.74,3,3,2297714319 -> 2297713946
879,2297714319,2297713950,33.82,-1,1,2297713950 -> 2297714319
880,2990395949,2990395946,87.23,0,0,unused
881,2990395949,4347911154,42.81,4,4,2990395949 -> 4347911154
882,2990395949,4347911155,51.04,-1,1,4347911155 -> 2990395949
883,317516167,317516150,100.52,0,0,unused
884,42405464,194785825,81.6,0,0,unused
885,194785825,194827530,352.36,0,0,unused
886,1501879393,1501879405,74.31,0,0,unused
887,1501879405,331932987,120.02,1,1,1501879405 -> 331932987
888,1256304741,4483350152,89.2,0,0,unused
889,4347921313,4483350152,13.96,1,1,4347921313 -> 4483350152
890,42674703,8819017526,98.87,-1,1,8819017526 -> 42674703
891,8819017526,1398112662,47.67,-3,3,1398112662 -> 8819017526
892,194827530,2990395946,170.74,0,0,unused
893,198033100,2361888653,153.51,4,4,198033100 -> 2361888653
894,198033100,2361888665,106.19,0,0,unused
895,198036396,8644484289,232.62,2,2,198036396 -> 8644484289
896,198036396,256633737,114.33,-1,1,256633737 -> 198036396
897,8644484289,256633710,107.32,4,4,8644484289 -> 256633710
898,256542255,2990395954,167.76,0,0,unused
899,2990395954,4347911155,67.33,0,0,unused
900,2990395954,2990402783,101.51,0,0,unused
901,256633710,256633737,182.12,4,4,256633710 -> 256633737
902,256633737,256633879,161.86,3,3,256633737 -> 256633879
903,256633879,256633838,560.24,3,3,256633879 -> 256633838
904,256633838,194815836,113.98,-1,1,194815836 -> 256633838
905,256633838,256633882,884.28,4,4,256633838 -> 256633882
906,194815836,256634130,472.39,-1,1,256634130 -> 194815836
907,256633882,256633926,323.79,4,4,256633882 -> 256633926
908,256633926,2361888668,108.98,4,4,256633926 -> 2361888668
909,2361888668,2361888665,16.16,1,1,2361888668 -> 2361888665
910,2361888668,3604317948,36.95,-1,1,3604317948 -> 2361888668
911,2361888668,2367444594,8.79,4,4,2361888668 -> 2367444594
912,2361888663,256634186,14.57,-5,5,256634186 -> 2361888663
913,2361888663,330557359,32.74,1,1,2361888663 -> 330557359
914,2361888663,2367444595,8.39,-1,1,2367444595 -> 2361888663
915,256634130,256634186,106.06,-1,1,256634186 -> 256634130
916,256634186,2367444595,8.1,2,2,256634186 -> 2367444595
917,256634186,3601553117,36.32,-8,8,3601553117 -> 256634186
918,317516974,317517173,360.54,0,0,unused
919,317516974,2980239523,93.46,1,1,317516974 -> 2980239523
920,2980239523,2980248908,550.13,-1,1,2980248908 -> 2980239523
921,2980239523,2980247637,16.66,1,1,2980239523 -> 2980247637
922,2980239523,2980239526,137.65,1,1,2980239523 -> 2980239526
923,11907040128,3367417791,31.83,2,2,11907040128 -> 3367417791
924,330557359,3610212833,29.13,1,1,330557359 -> 3610212833
925,331893074,1501879338,116.75,6,6,331893074 -> 1501879338
926,1501879338,1502088621,79.97,8,8,1501879338 -> 1502088621
927,331901514,2980280351,255.22,2,2,331901514 -> 2980280351
928,331901514,331901515,130.53,-1,1,331901515 -> 331901514
929,2980280351,2980264691,17.94,17,17,2980280351 -> 2980264691
930,2980280351,2980280347,18.75,-16,16,2980280347 -> 2980280351
931,2980280351,2980280349,49.95,1,1,2980280351 -> 2980280349
932,331901515,331925172,114.68,2,2,331901515 -> 331925172
933,331901515,2980264691,124.72,-2,2,2980264691 -> 331901515
934,331925172,2980248910,123.8,8,8,331925172 -> 2980248910
935,2980264691,2980248910,113.03,13,13,2980264691 -> 2980248910
936,2980264691,2980264692,19.14,2,2,2980264691 -> 2980264692
937,331901518,1502088857,31.94,-1,1,1502088857 -> 331901518
938,331901518,1556606602,229.67,-1,1,1556606602 -> 331901518
939,331901518,1501879006,189.56,1,1,331901518 -> 1501879006
940,331901518,2980264692,210.11,1,1,331901518 -> 2980264692
941,1502088857,1256224119,208.05,-13,13,1256224119 -> 1502088857
942,1502088857,2980280347,218.99,12,12,1502088857 -> 2980280347
943,1556606602,331927675,203.2,-24,24,331927675 -> 1556606602
944,331927669,331927675,134.27,21,21,331927669 -> 331927675
945,1502088694,331901522,87.31,1,1,1502088694 -> 331901522
946,331901522,11332312888,235.54,1,1,331901522 -> 11332312888
947,1502089022,1502089054,73.74,2,2,1502089022 -> 1502089054
948,331932987,331932986,111.99,1,1,331932987 -> 331932986
949,331908923,331908924,11.56,3,3,331908923 -> 331908924
950,331908923,5840701835,16.54,-5,5,5840701835 -> 331908923
951,1502089054,331932986,119.68,-4,4,331932986 -> 1502089054
952,1502089054,5840701835,245.98,4,4,1502089054 -> 5840701835
